,county_name,zip,lat,lng,city,state_name,avg_risk_score_all,MercatorX,MercatorY
109,Franklin,1337,42.69512,-72.57731,Bernardston,Massachusetts,2.04,-8079269.192345561,5265680.539402495
110,Franklin,1338,42.5814,-72.80309,Buckland,Massachusetts,3.44,-8104402.906976867,5248472.158602936
111,Franklin,1339,42.61099,-72.88846,Charlemont,Massachusetts,3.09,-8113906.251905889,5252946.762235037
112,Franklin,1340,42.68805,-72.73205,Colrain,Massachusetts,2.84,-8096494.7703509135,5264609.7725874735
113,Franklin,1341,42.50734,-72.70221,Conway,Massachusetts,2.21,-8093172.99674564,5237282.095523436
114,Franklin,1342,42.54384,-72.6058,Deerfield,Massachusetts,4.03,-8082440.684638263,5242795.387977046
115,Berkshire,1343,42.66766,-72.98822,Drury,Massachusetts,1.82,-8125011.484307426,5261522.345305613
116,Franklin,1344,42.60756,-72.42916,Erving,Massachusetts,2.61,-8062777.209784538,5252427.968300577
117,Franklin,1346,42.6706,-72.81323,Heath,Massachusetts,1.56,-8105531.686613512,5261967.453782837
118,Franklin,1347,42.56027,-72.51321,Lake Pleasant,Massachusetts,1.33,-8072133.612985713,5245278.176796341
119,Franklin,1349,42.56656,-72.47045,Millers Falls,Massachusetts,2.26,-8067373.591559393,5246228.851465308
120,Franklin,1350,42.72259,-72.98291,Monroe Bridge,Massachusetts,2.15,-8124420.377811315,5269842.08785321
121,Franklin,1351,42.54162,-72.52069,Montague,Massachusetts,2.16,-8072966.282776847,5242459.966928645
122,Franklin,1354,42.63282,-72.51136,Gill,Massachusetts,2.09,-8071927.671927745,5256249.260454814
123,Franklin,1355,42.45101,-72.33141,New Salem,Massachusetts,1.97,-8051895.729559497,5228779.812962655
124,Franklin,1360,42.67575,-72.446,Northfield,Massachusetts,2.52,-8064651.830009497,5262747.201350531
125,Franklin,1364,42.60449,-72.29263,Orange,Massachusetts,2.37,-8047578.759706533,5251963.649267336
126,Worcester,1366,42.48858,-72.18564,Petersham,Massachusetts,1.59,-8035668.687386561,5234449.66675134
127,Franklin,1367,42.69674,-72.91387,Rowe,Massachusetts,2.41,-8116734.880166946,5265925.909077491
128,Worcester,1368,42.67815,-72.18557,Royalston,Massachusetts,1.98,-8035660.895022205,5263110.600931564
129,Franklin,1370,42.59607,-72.72915,Shelburne Falls,Massachusetts,2.25,-8096171.943827612,5250690.292337628
130,Franklin,1373,42.47292,-72.61516,South Deerfield,Massachusetts,1.91,-8083482.635072088,5232085.933693487
131,Franklin,1375,42.46475,-72.55489,Sunderland,Massachusetts,3.36,-8076773.409361976,5230852.982059137
132,Franklin,1376,42.59273,-72.54591,Turners Falls,Massachusetts,1.61,-8075773.760334653,5250185.231667679
133,Franklin,1378,42.67711,-72.34057,Warwick,Massachusetts,2.4,-8052915.416095163,5262953.126056572
134,Franklin,1379,42.54149,-72.3989,Wendell,Massachusetts,1.9,-8059408.681993134,5242440.325525189
135,Worcester,1420,42.58559,-71.81693,Fitchburg,Massachusetts,1.7,-7994624.077936172,5249105.641840757
136,Worcester,1430,42.66069,-71.9232,Ashburnham,Massachusetts,1.83,-8006454.000222773,5260467.189247867
137,Middlesex,1431,42.67652,-71.82322,Ashby,Massachusetts,1.97,-7995324.277533263,5262863.79052033
138,Middlesex,1432,42.56351,-71.57059,Ayer,Massachusetts,1.58,-7967201.634574156,5245767.860522351
139,Worcester,1434,42.53149,-71.61663,Devens,Massachusetts,2.84,-7972326.78393028,5240929.5708815195
140,Worcester,1436,42.60579,-72.08958,Baldwinville,Massachusetts,1.55,-8024975.337100958,5252160.263654311
141,Worcester,1438,42.56028,-72.03583,East Templeton,Massachusetts,1.26,-8018991.914470821,5245279.688126746
142,Worcester,1440,42.58797,-71.98649,Gardner,Massachusetts,1.55,-8013499.4107950805,5249465.491376225
143,Middlesex,1450,42.61368,-71.56139,Groton,Massachusetts,1.79,-7966177.495258859,5253353.649770693
144,Worcester,1451,42.50005,-71.57754,Harvard,Massachusetts,1.54,-7967975.305035171,5236181.3332873555
145,Worcester,1452,42.48378,-72.00514,Hubbardston,Massachusetts,1.72,-8015575.519298374,5233725.087992339
146,Worcester,1453,42.51961,-71.76583,Leominster,Massachusetts,1.6,-7988935.651956636,5239135.108696452
147,Middlesex,1460,42.53503,-71.4891,Littleton,Massachusetts,1.44,-7958130.209269413,5241464.350363987
148,Worcester,1462,42.58994,-71.72036,Lunenburg,Massachusetts,1.87,-7983873.954710267,5249763.360418385
149,Middlesex,1463,42.67126,-71.60429,Pepperell,Massachusetts,1.65,-7970953.101413891,5262067.378987752
150,Middlesex,1464,42.57411,-71.6475,Shirley,Massachusetts,1.81,-7975763.216611068,5247370.089941911
151,Worcester,1468,42.55324,-72.06879,Templeton,Massachusetts,1.55,-8022661.004887367,5244215.7714532
152,Middlesex,1469,42.66514,-71.69161,Townsend,Massachusetts,2.09,-7980673.519349959,5261140.840509119
153,Worcester,1473,42.55122,-71.90266,Westminster,Massachusetts,1.83,-8004167.49788188,5243910.522065996
154,Middlesex,1474,42.67088,-71.7508,West Townsend,Massachusetts,1.92,-7987262.520010013,5262009.846164423
155,Worcester,1475,42.66675,-72.04902,Winchendon,Massachusetts,1.88,-8020460.218554383,5261384.577900632
156,Worcester,1501,42.19689,-71.84549,Auburn,Massachusetts,1.61,-7997803.362593228,5190518.391629585
157,Worcester,1503,42.38378,-71.63552,Berlin,Massachusetts,1.85,-7974429.609111365,5218642.31950168
158,Worcester,1504,42.0399,-71.53125,Blackstone,Massachusetts,1.62,-7962822.3258063495,5166958.1456341455
159,Worcester,1505,42.35633,-71.72123,Boylston,Massachusetts,1.6,-7983970.802667257,5214506.303755549
160,Worcester,1506,42.19364,-72.10441,Brookfield,Massachusetts,1.88,-8026626.205149422,5190030.056055232
161,Worcester,1507,42.13509,-71.96803,Charlton,Massachusetts,1.64,-8011444.452995036,5181236.799882171
162,Worcester,1510,42.4119,-71.68883,Clinton,Massachusetts,1.6,-7980364.051165554,5222881.162720736
163,Worcester,1515,42.20328,-72.04669,East Brookfield,Massachusetts,1.83,-8020200.844140835,5191478.607734591
164,Worcester,1516,42.0528,-71.75106,Douglas,Massachusetts,1.65,-7987291.463077619,5168891.91225385
165,Worcester,1518,42.11342,-72.11632,Fiskdale,Massachusetts,1.8,-8027952.020284772,5177984.380382531
166,Worcester,1519,42.20077,-71.67892,Grafton,Massachusetts,1.44,-7979260.875011794,5191101.422066296
167,Worcester,1520,42.33685,-71.85181,Holden,Massachusetts,1.26,-7998506.9017750425,5211572.259847013
168,Hampden,1521,42.06012,-72.16592,Holland,Massachusetts,2.53,-8033473.467028117,5169989.387044552
169,Worcester,1522,42.38142,-71.87111,Jefferson,Massachusetts,1.59,-8000655.367947353,5218286.656586976
170,Worcester,1523,42.48176,-71.68079,Lancaster,Massachusetts,1.86,-7979469.042459576,5233420.177718153
171,Worcester,1524,42.24919,-71.91989,Leicester,Massachusetts,1.51,-8006085.532708248,5198380.294782646
172,Worcester,1525,42.09899,-71.64296,Linwood,Massachusetts,1.63,-7975257.826122868,5175819.218948726
173,Worcester,1527,42.19228,-71.77397,Millbury,Massachusetts,1.73,-7989841.792611695,5189825.713852192
174,Worcester,1529,42.03906,-71.57767,Millville,Massachusetts,1.55,-7967989.776568973,5166832.239562291
175,Worcester,1531,42.31929,-72.12794,New Braintree,Massachusetts,1.72,-8029245.552767788,5208928.1818367075
176,Worcester,1532,42.32314,-71.64621,Northborough,Massachusetts,1.62,-7975619.614467944,5209507.828255655
177,Worcester,1534,42.13991,-71.64433,Northbridge,Massachusetts,1.81,-7975410.333825253,5181960.378107447
178,Worcester,1535,42.2695,-72.07794,North Brookfield,Massachusetts,1.68,-8023679.578228125,5201435.115839462
179,Worcester,1536,42.23189,-71.69219,North Grafton,Massachusetts,1.6,-7980738.08465462,5195778.982568371
180,Worcester,1537,42.16177,-71.89217,North Oxford,Massachusetts,1.78,-8002999.756423458,5185242.692080707
181,Worcester,1540,42.11649,-71.85819,Oxford,Massachusetts,1.35,-7999217.120126301,5178445.084692013
182,Worcester,1541,42.45649,-71.88128,Princeton,Massachusetts,1.63,-8001787.48716872,5229606.611897818
183,Worcester,1542,42.20241,-71.90995,Rochdale,Massachusetts,1.78,-8004979.016969763,5191347.86837595
184,Worcester,1543,42.38482,-71.96726,Rutland,Massachusetts,1.4,-8011358.736987124,5218799.05655548
185,Worcester,1545,42.28419,-71.71558,Shrewsbury,Massachusetts,1.51,-7983341.847544275,5203645.247826912
186,Worcester,1550,42.06039,-72.03377,Southbridge,Massachusetts,2.0,-8018762.596319786,5170029.870091231
187,Worcester,1560,42.17496,-71.67762,South Grafton,Massachusetts,1.77,-7979116.1596737625,5187223.740242811
188,Worcester,1561,42.44581,-71.68845,South Lancaster,Massachusetts,1.16,-7980321.749759054,5227995.326113951
189,Worcester,1562,42.24715,-71.99189,Spencer,Massachusetts,1.72,-8014100.536045364,5198073.513355956
190,Worcester,1564,42.44124,-71.77297,Sterling,Massachusetts,1.62,-7989730.4731209,5227305.936623678
191,Worcester,1566,42.1047,-72.07745,Sturbridge,Massachusetts,1.54,-8023625.031677636,5176675.9217594955
192,Worcester,1568,42.17694,-71.60516,Upton,Massachusetts,1.78,-7971049.949370881,5187521.158419645
193,Worcester,1569,42.05895,-71.63741,Uxbridge,Massachusetts,1.56,-7974640.002948965,5169813.962498023
194,Worcester,1570,42.05206,-71.8485,Webster,Massachusetts,1.54,-7998138.434260516,5168780.972388627
195,Worcester,1571,42.05501,-71.93519,Dudley,Massachusetts,1.53,-8007788.720917385,5169223.240356527
196,Worcester,1581,42.26815,-71.61402,Westborough,Massachusetts,1.58,-7972036.24005931,5201232.032209581
197,Worcester,1583,42.37034,-71.78502,West Boylston,Massachusetts,1.46,-7991071.87298496,5216617.02802836
198,Worcester,1585,42.23762,-72.16311,West Brookfield,Massachusetts,1.84,-8033160.659258989,5196640.494273025
199,Worcester,1588,42.11837,-71.66836,Whitinsville,Massachusetts,1.66,-7978085.341189017,5178727.220824766
200,Worcester,1590,42.13387,-71.75179,Sutton,Massachusetts,1.64,-7987372.726305899,5181053.662259904
201,Worcester,1602,42.27219,-71.84946,Worcester,Massachusetts,1.99,-7998245.3009716775,5201839.791744252
202,Worcester,1603,42.24373,-71.84429,Worcester,Massachusetts,1.76,-7997669.779204276,5197559.225573295
203,Worcester,1604,42.25085,-71.7683,Worcester,Massachusetts,1.52,-7989210.611098895,5198629.937970868
204,Worcester,1605,42.28979,-71.78802,Worcester,Massachusetts,1.37,-7991405.83145734,5204487.911682206
205,Worcester,1606,42.31367,-71.79614,Worcester,Massachusetts,1.28,-7992309.745722579,5208082.112289125
206,Worcester,1607,42.22684,-71.79037,Worcester,Massachusetts,1.64,-7991667.432260703,5195019.774436629
207,Worcester,1608,42.2621,-71.80145,Worcester,Massachusetts,2.87,-7992900.852218693,5200321.970097597
208,Worcester,1609,42.28592,-71.82853,Worcester,Massachusetts,1.59,-7995915.384029374,5203905.562771921
209,Worcester,1610,42.24645,-71.80968,Worcester,Massachusetts,2.17,-7993817.011627922,5197968.247505479
210,Worcester,1611,42.23945,-71.87702,Cherry Valley,Massachusetts,1.71,-8001313.266137941,5196915.653235318
211,Worcester,1612,42.31037,-71.93095,Paxton,Massachusetts,1.32,-8007316.726276421,5207585.345091181
212,Middlesex,1701,42.32195,-71.43796,Framingham,Massachusetts,1.8,-7952437.330510247,5209328.661029901
213,Middlesex,1702,42.28242,-71.43428,Framingham,Massachusetts,1.75,-7952027.674784126,5203378.921437045
214,Middlesex,1718,42.52165,-71.42983,Acton,Massachusetts,1.0,-7951532.303050096,5239443.224401359
215,Middlesex,1719,42.48837,-71.51779,Boxborough,Massachusetts,1.61,-7961323.965460273,5234417.965267628
216,Middlesex,1720,42.48397,-71.43809,Acton,Massachusetts,1.74,-7952451.802044049,5233753.768178132
217,Middlesex,1721,42.25726,-71.46867,Ashland,Massachusetts,2.05,-7955855.952072507,5199593.983279707
218,Middlesex,1730,42.4995,-71.27799,Bedford,Massachusetts,1.97,-7934629.551568046,5236098.290588815
219,Middlesex,1731,42.46422,-71.28202,Hanscom Afb,Massachusetts,2.14,-7935078.169115943,5230773.004218479
220,Worcester,1740,42.43616,-71.60728,Bolton,Massachusetts,1.82,-7971285.946691363,5226539.672086479
221,Middlesex,1741,42.53001,-71.35128,Carlisle,Massachusetts,1.62,-7942788.157048284,5240705.999743922
222,Middlesex,1742,42.46221,-71.36504,Concord,Massachusetts,1.98,-7944319.9132416,5230469.698183028
223,Worcester,1745,42.29155,-71.50101,Fayville,Massachusetts,1.28,-7959456.02440476,5204752.764365911
224,Middlesex,1746,42.19775,-71.44499,Holliston,Massachusetts,1.68,-7953219.906530523,5190647.616937391
225,Worcester,1747,42.12477,-71.535,Hopedale,Massachusetts,1.33,-7963239.7738968255,5179687.747009166
226,Middlesex,1748,42.2255,-71.53781,Hopkinton,Massachusetts,1.44,-7963552.581665954,5194818.3313857075
227,Middlesex,1749,42.38868,-71.54648,Hudson,Massachusetts,2.0,-7964517.721651132,5219380.814862507
228,Middlesex,1752,42.3494,-71.54681,Marlborough,Massachusetts,1.4,-7964554.457083093,5213462.4149479
229,Middlesex,1754,42.4264,-71.45607,Maynard,Massachusetts,1.56,-7954453.326488512,5225067.653093359
230,Worcester,1756,42.09301,-71.55146,Mendon,Massachusetts,1.41,-7965072.092715283,5174922.089243421
231,Worcester,1757,42.15723,-71.51978,Milford,Massachusetts,1.39,-7961545.491246951,5184560.910542493
232,Middlesex,1760,42.28436,-71.34966,Natick,Massachusetts,1.64,-7942607.8194732005,5203670.827591512
233,Middlesex,1770,42.23416,-71.37532,Sherborn,Massachusetts,1.69,-7945464.277606956,5196120.270170935
234,Worcester,1772,42.30144,-71.5304,Southborough,Massachusetts,1.5,-7962727.704239177,5206241.19352661
235,Middlesex,1773,42.42572,-71.31013,Lincoln,Massachusetts,1.54,-7938207.3600021405,5224965.10293357
236,Middlesex,1775,42.42983,-71.51146,Stow,Massachusetts,1.71,-7960619.313083551,5225584.94512171
237,Middlesex,1776,42.38456,-71.42316,Sudbury,Massachusetts,1.66,-7950789.802046505,5218759.872048615
238,Middlesex,1778,42.3583,-71.35895,Wayland,Massachusetts,1.8,-7943641.977542669,5214803.0723800305
239,Middlesex,1801,42.48694,-71.15415,Woburn,Massachusetts,1.62,-7920843.745828207,5234202.096089273
240,Middlesex,1803,42.5028,-71.20147,Burlington,Massachusetts,1.54,-7926111.384132544,5236596.5577373775
241,Essex,1810,42.64669,-71.16517,Andover,Massachusetts,1.73,-7922070.486616748,5258348.151347438
242,Middlesex,1821,42.54999,-71.25206,Billerica,Massachusetts,1.68,-7931743.0371717755,5243724.657228792
243,Middlesex,1824,42.59156,-71.35553,Chelmsford,Massachusetts,1.6,-7943261.264884156,5250008.315618821
244,Middlesex,1826,42.68323,-71.30063,Dracut,Massachusetts,1.7,-7937149.824839606,5263879.843010974
245,Middlesex,1827,42.67643,-71.50052,Dunstable,Massachusetts,1.73,-7959401.477854272,5262850.163140211
246,Essex,1830,42.7959,-71.05323,Haverhill,Massachusetts,1.87,-7909609.38281735,5280957.164398204
247,Essex,1832,42.79099,-71.13133,Haverhill,Massachusetts,2.13,-7918303.4350483045,5280212.311515592
248,Essex,1833,42.72409,-70.9821,Georgetown,Massachusetts,1.55,-7901691.227437224,5270069.382347575
249,Essex,1834,42.75198,-71.01486,Groveland,Massachusetts,1.91,-7905338.053955612,5274296.5461559845
250,Essex,1835,42.75292,-71.08602,Haverhill,Massachusetts,1.88,-7913259.548920461,5274439.050922527
