,county_name,zip,lat,lng,city,state_name,avg_risk_score_all,MercatorX,MercatorY
6411,Washington,21783,39.64885,-77.55903,Smithsburg,Maryland,1.77,-8633831.726020228,4815044.561924785
6412,Carroll,21784,39.40087,-76.9726,Sykesville,Maryland,1.22,-8568550.637034329,4779256.513636033
6413,Carroll,21787,39.67169,-77.17317,Taneytown,Maryland,1.26,-8590877.987302735,4818347.234688493
6414,Frederick,21788,39.59429,-77.41958,Thurmont,Maryland,1.65,-8618308.223029107,4807159.57798158
6415,Frederick,21790,39.25908,-77.49559,Tuscarora,Maryland,2.22,-8626769.617524303,4758850.797239131
6416,Frederick,21791,39.54267,-77.18713,Union Bridge,Maryland,1.48,-8592432.00739421,4799705.196749743
6417,Frederick,21793,39.48963,-77.34357,Walkersville,Maryland,1.28,-8609846.82853391,4792051.528254635
6418,Howard,21794,39.29705,-76.97388,West Friendship,Maryland,1.33,-8568693.125982543,4764311.197787733
6419,Washington,21795,39.582,-77.82733,Williamsport,Maryland,1.75,-8663698.745400066,4805384.290600136
6420,Howard,21797,39.33284,-77.07002,Woodbine,Maryland,1.38,-8579395.38182741,4769460.808241513
6421,Frederick,21798,39.53858,-77.29985,Woodsboro,Maryland,1.28,-8604979.940396428,4799114.801999754
6422,Wicomico,21801,38.38106,-75.64073,Salisbury,Maryland,1.64,-8420287.546831492,4633397.553119308
6423,Wicomico,21804,38.31726,-75.53673,Salisbury,Maryland,1.52,-8408710.319788992,4624341.466568251
6424,Wicomico,21810,38.29005,-75.68887,Allen,Maryland,1.84,-8425646.46711828,4620481.5694862455
6425,Worcester,21811,38.31977,-75.22024,Berlin,Maryland,4.25,-8373478.814147829,4624697.597656066
6426,Worcester,21813,38.42658,-75.17293,Bishopville,Maryland,4.31,-8368212.289038398,4639863.769304131
6427,Wicomico,21814,38.29176,-75.88669,Bivalve,Maryland,3.04,-8447667.688787006,4620724.100324426
6428,Somerset,21817,37.98081,-75.83537,Crisfield,Maryland,8.51,-8441954.772519495,4576715.2640489815
6429,Somerset,21821,38.16664,-75.90611,Deal Island,Maryland,6.65,-8449829.51329821,4602993.275634416
6430,Wicomico,21822,38.28129,-75.65566,Eden,Maryland,1.78,-8421949.546829036,4619239.220414922
6431,Somerset,21824,37.97982,-76.02871,Ewell,Maryland,8.54,-8463477.282869468,4576575.447773986
6432,Wicomico,21826,38.32077,-75.62353,Fruitland,Maryland,1.51,-8418372.851589847,4624839.485986291
6433,Worcester,21829,38.09892,-75.38324,Girdletree,Maryland,2.39,-8391623.891147133,4593409.33131406
6434,Wicomico,21830,38.40202,-75.72841,Hebron,Maryland,1.55,-8430048.039784245,4636374.4614135
6435,Dorchester,21835,38.53355,-75.93758,Linkwood,Maryland,2.15,-8453332.737673474,4655075.156753522
6436,Wicomico,21837,38.4594,-75.76731,Mardela Springs,Maryland,1.88,-8434378.367976103,4644528.451402356
6437,Somerset,21838,38.01452,-75.73098,Marion Station,Maryland,4.53,-8430334.130875586,4581477.205002377
6438,Wicomico,21840,38.25814,-75.89276,Nanticoke,Maryland,4.46,-8448343.39809612,4615956.793229535
6439,Worcester,21841,38.24385,-75.29588,Newark,Maryland,2.46,-8381899.02043143,4613931.143140324
6440,Worcester,21842,38.3778,-75.09084,Ocean City,Maryland,6.78,-8359074.072039179,4632934.619142509
6441,Wicomico,21849,38.37006,-75.46064,Parsonsburg,Maryland,1.62,-8400240.019734532,4631835.58950776
6442,Wicomico,21850,38.36171,-75.39867,Pittsville,Maryland,1.99,-8393341.550890071,4630650.075641689
6443,Worcester,21851,38.07825,-75.54375,Pocomoke City,Maryland,2.0,-8409491.78261436,4590485.818582096
6444,Somerset,21853,38.20453,-75.7102,Princess Anne,Maryland,3.07,-8428020.9118569,4608359.470102485
6445,Wicomico,21856,38.33807,-75.79224,Quantico,Maryland,3.21,-8437153.562881581,4627294.464002376
6446,Wicomico,21861,38.53525,-75.72834,Sharptown,Maryland,1.82,-8430040.247419892,4655317.083173142
6447,Worcester,21862,38.39716,-75.21514,Showell,Maryland,1.49,-8372911.084744784,4635684.128156082
6448,Worcester,21863,38.19167,-75.40327,Snow Hill,Maryland,2.78,-8393853.620547721,4606537.851796077
6449,Worcester,21864,38.04355,-75.40532,Stockton,Maryland,2.62,-8394081.825503848,4585579.795307735
6450,Wicomico,21865,38.28605,-75.83296,Tyaskin,Maryland,5.8,-8441686.492546683,4619914.268204794
6451,Somerset,21866,37.9672,-76.02137,Tylerton,Maryland,8.74,-8462660.197807044,4574793.308571677
6452,Somerset,21867,38.11025,-75.79399,Upper Fairmount,Maryland,6.34,-8437348.371990468,4595012.168839215
6453,Dorchester,21869,38.43246,-75.89012,Vienna,Maryland,3.06,-8448049.514640426,4640699.333377829
6454,Somerset,21871,38.10489,-75.73127,Westover,Maryland,4.18,-8430366.413527913,4594253.866972817
6455,Worcester,21872,38.4163,-75.29399,Whaleyville,Maryland,2.35,-8381688.626593832,4638403.116619599
6456,Wicomico,21874,38.39266,-75.35417,Willards,Maryland,1.9,-8388387.8335497705,4635044.97207172
6457,Wicomico,21875,38.44038,-75.54559,Delmar,Maryland,1.7,-8409696.61047742,4641824.894585569
6458,Cecil,21901,39.58593,-75.95821,North East,Maryland,1.45,-8455629.25876854,4805951.943856716
6459,Cecil,21902,39.55229,-76.06157,Perry Point,Maryland,1.0,-8467135.241336932,4801093.988575366
6460,Cecil,21903,39.57274,-76.04378,Perryville,Maryland,1.5,-8465154.867595721,4804046.893908166
6461,Cecil,21904,39.62303,-76.07812,Port Deposit,Maryland,2.12,-8468977.578909561,4811312.293589944
6462,Cecil,21911,39.68931,-76.03886,Rising Sun,Maryland,1.27,-8464607.175701018,4820895.839618056
6463,Cecil,21912,39.42486,-75.81607,Warwick,Maryland,1.31,-8439806.306347184,4782713.13494435
6464,Cecil,21913,39.40973,-75.87073,Cecilton,Maryland,1.67,-8445891.029713945,4780532.976410767
6465,Cecil,21914,39.57256,-75.98158,Charlestown,Maryland,2.07,-8458230.79526838,4804020.8987663565
6466,Cecil,21915,39.50095,-75.84764,Chesapeake City,Maryland,2.08,-8443320.662671527,4793684.51310913
6467,Cecil,21917,39.67106,-76.09823,Colora,Maryland,1.24,-8471216.213869413,4818256.121806048
6468,Cecil,21918,39.68327,-76.16662,Conowingo,Maryland,1.72,-8478829.353844767,4820022.124270923
6469,Cecil,21919,39.42047,-75.93372,Earleville,Maryland,1.21,-8452903.044439012,4782080.508818831
6470,Cecil,21920,39.65675,-75.83449,Elk Mills,Maryland,1.28,-8441856.811367597,4816186.781490036
6471,Cecil,21921,39.62568,-75.85904,Elkton,Maryland,1.35,-8444589.704866571,4811695.285644813
6472,Cecil,21930,39.37198,-75.89115,Georgetown,Maryland,2.06,-8448164.173715942,4775095.448807426
6473,Fairfax,22003,38.8308,-77.21402,Annandale,Virginia,1.39,-8595425.388501642,4697464.022304634
6474,Fairfax,22015,38.78784,-77.28136,Burke,Virginia,1.18,-8602921.643011661,4691326.875910348
6475,Prince William,22025,38.59874,-77.3491,Dumfries,Virginia,1.2,-8610462.425317999,4664356.421394308
6476,Prince William,22026,38.56717,-77.29476,Dumfries,Virginia,1.19,-8604413.32418829,4659860.669461082
6477,Fairfax,22027,38.89411,-77.22159,Dunn Loring,Virginia,1.31,-8596268.077046948,4706515.068703648
6478,Fairfax,22030,38.83891,-77.34188,Fairfax,Virginia,1.29,-8609658.69859447,4698623.00989176
6479,Fairfax,22031,38.85954,-77.2599,Fairfax,Virginia,1.25,-8600532.726739237,4701571.806855792
6480,Fairfax,22032,38.82012,-77.29032,Fairfax,Virginia,1.24,-8603919.065649167,4695937.961404003
6481,Fairfax,22033,38.87564,-77.38419,Fairfax,Virginia,1.14,-8614368.626249934,4703873.6921248175
6482,Fairfax,22035,38.85628,-77.36269,Fairfax,Virginia,2.2,-8611975.257197877,4701105.774286909
6483,Fairfax,22039,38.74992,-77.31536,Fairfax Station,Virginia,1.25,-8606706.50569863,4685912.802085504
6484,Fairfax,22041,38.8485,-77.14212,Falls Church,Virginia,1.39,-8587421.517113606,4699993.672448013
6485,Fairfax,22042,38.86463,-77.19406,Falls Church,Virginia,1.48,-8593203.451465407,4702299.489387545
6486,Fairfax,22043,38.90076,-77.19746,Falls Church,Virginia,1.37,-8593581.937734105,4707466.246850116
6487,Fairfax,22044,38.85957,-77.15627,Falls Church,Virginia,1.57,-8588996.687908331,4701576.095598271
6488,Falls Church,22046,38.88696,-77.18025,Falls Church,Virginia,1.43,-8591666.129297553,4705492.472755219
6489,Fairfax,22060,38.70525,-77.15636,Fort Belvoir,Virginia,1.57,-8589006.706662502,4679538.676697136
6490,Fairfax,22066,39.01032,-77.30258,Great Falls,Virginia,1.38,-8605283.842606295,4723149.931855774
6491,Fairfax,22079,38.67998,-77.2055,Lorton,Virginia,1.35,-8594476.946440082,4675934.571667877
6492,Fairfax,22101,38.9386,-77.16513,McLean,Virginia,1.5,-8589982.978596758,4712880.361645129
6493,Fairfax,22102,38.95199,-77.22901,McLean,Virginia,1.41,-8597094.067668634,4714796.883345752
6494,Fairfax,22124,38.8909,-77.33025,Oakton,Virginia,1.26,-8608364.052916544,4706055.960447226
6495,Prince William,22125,38.68217,-77.26073,Occoquan,Virginia,2.39,-8600625.121916596,4676246.867550467
6496,Stafford,22134,38.53186,-77.409,Quantico,Virginia,1.33,-8617130.462816514,4654834.659096667
6497,Fairfax,22150,38.77198,-77.18605,Springfield,Virginia,1.33,-8592311.782344153,4689062.095122994
6498,Fairfax,22151,38.80283,-77.2096,Springfield,Virginia,1.31,-8594933.356352335,4693467.885368171
6499,Fairfax,22152,38.77564,-77.23149,Springfield,Virginia,1.19,-8597370.140005799,4689584.692140237
6500,Fairfax,22153,38.74443,-77.23451,Springfield,Virginia,1.17,-8597706.324867995,4685129.199082987
6501,Prince William,22172,38.5742,-77.3895,Triangle,Virginia,1.34,-8614959.732746046,4660861.611403018
6502,Fairfax,22180,38.89619,-77.25426,Vienna,Virginia,1.47,-8599904.884811163,4706812.570490987
6503,Fairfax,22181,38.9053,-77.29466,Vienna,Virginia,1.43,-8604402.19223921,4708115.673776527
6504,Fairfax,22182,38.93611,-77.2736,Vienna,Virginia,1.3,-8602057.803763105,4712524.00580979
6505,Prince William,22191,38.6249,-77.26849,Woodbridge,Virginia,1.22,-8601488.96116515,4668083.256152929
6506,Prince William,22192,38.68358,-77.31821,Woodbridge,Virginia,1.11,-8607023.766247392,4676447.939819973
6507,Prince William,22193,38.64233,-77.34881,Woodbridge,Virginia,1.19,-8610430.142665666,4670567.142768563
6508,Arlington,22201,38.88684,-77.09501,Arlington,Virginia,1.25,-8582177.255902333,4705475.311183962
6509,Arlington,22202,38.8569,-77.05175,Arlington,Virginia,1.61,-8577361.574730616,4701194.404602733
6510,Arlington,22203,38.87377,-77.1164,Arlington,Virginia,1.39,-8584558.379810402,4703606.303533823
6511,Arlington,22204,38.86076,-77.09894,Arlington,Virginia,1.32,-8582614.74150115,4701746.217175952
6512,Arlington,22205,38.88337,-77.13948,Arlington,Virginia,1.49,-8587127.633657912,4704979.06828668
6513,Arlington,22206,38.8442,-77.0886,Arlington,Virginia,1.51,-8581463.697966348,4699379.066807106
6514,Arlington,22207,38.90665,-77.12384,Arlington,Virginia,1.49,-8585386.596821904,4708308.793318065
6515,Arlington,22209,38.89413,-77.07309,Arlington,Virginia,1.2,-8579737.132664144,4706517.929256271
6516,Arlington,22211,38.88011,-77.07482,Fort Myer,Virginia,2.2,-8579929.715383219,4704512.8794601755
6517,Arlington,22213,38.89459,-77.16239,Arlington,Virginia,1.67,-8589677.963191986,4706583.722188918
6518,Arlington,22214,38.87499,-77.06501,Arlington,Virginia,1.0,-8578837.671178536,4703780.74876873
6519,Alexandria,22301,38.81995,-77.05934,Alexandria,Virginia,2.09,-8578206.489665737,4695913.672023195
6520,Alexandria,22302,38.82799,-77.08432,Alexandria,Virginia,1.44,-8580987.250545755,4697062.480343162
6521,Fairfax,22303,38.794,-77.08175,Alexandria,Virginia,1.45,-8580701.159454415,4692206.649180243
6522,Alexandria,22304,38.81361,-77.11498,Alexandria,Virginia,1.67,-8584400.306133477,4695007.862399359
6523,Alexandria,22305,38.83655,-77.06234,Alexandria,Virginia,1.58,-8578540.448138118,4698285.732308964
6524,Fairfax,22306,38.75655,-77.09254,Alexandria,Virginia,1.35,-8581902.296760075,4686859.200800053
6525,Fairfax,22307,38.7708,-77.05694,Alexandria,Virginia,1.83,-8577939.322887834,4688893.613276155
6526,Fairfax,22308,38.72957,-77.05876,Alexandria,Virginia,1.77,-8578141.924361078,4683008.492049261
6527,Fairfax,22309,38.71931,-77.10724,Alexandria,Virginia,1.4,-8583538.693274736,4681544.519711213
6528,Fairfax,22310,38.78447,-77.12231,Alexandria,Virginia,1.34,-8585216.27800099,4690845.603547138
6529,Alexandria,22311,38.83442,-77.12313,Alexandria,Virginia,1.26,-8585307.559983442,4697981.334601421
6530,Fairfax,22312,38.81685,-77.15372,Alexandria,Virginia,1.37,-8588712.823206808,4695470.758189258
6531,Alexandria,22314,38.80732,-77.0563,Alexandria,Virginia,1.59,-8577868.078413725,4694109.276057059
6532,Fairfax,22315,38.75735,-77.14803,Alexandria,Virginia,1.17,-8588079.415304193,4686973.40266709
6533,Fredericksburg,22401,38.29928,-77.48704,Fredericksburg,Virginia,1.79,-8625817.83587802,4621790.736522791
6534,Stafford,22405,38.31568,-77.40377,Fredericksburg,Virginia,1.37,-8616548.261879664,4624117.29475629
6535,Stafford,22406,38.39964,-77.55596,Fredericksburg,Virginia,1.28,-8633489.975183493,4636036.391179956
6536,Spotsylvania,22407,38.28581,-77.58055,Fredericksburg,Virginia,1.27,-8636227.3214621,4619880.2311220905
6537,Spotsylvania,22408,38.21916,-77.44013,Fredericksburg,Virginia,1.27,-8620595.838564908,4610432.200137451
6538,Caroline,22427,38.07177,-77.28624,Bowling Green,Virginia,1.4,-8603464.882126732,4589569.473854263
6539,Northumberland,22432,37.8637,-76.35043,Burgess,Virginia,1.66,-8499290.989447478,4560189.047106722
6540,Orange,22433,38.35875,-77.86093,Burr Hill,Virginia,1.37,-8667439.080290716,4630229.854455787
6541,Northumberland,22435,37.97216,-76.57288,Callao,Virginia,1.28,-8524054.010174442,4575493.700746584
6542,Essex,22436,38.04698,-77.07471,Caret,Virginia,1.56,-8579917.47023923,4586064.638683883
6543,King and Queen,22437,37.7764,-76.8156,Center Cross,Virginia,1.6,-8551073.476979785,4547886.609374551
6544,Essex,22438,38.03788,-76.99971,Champlain,Virginia,1.64,-8571568.508429734,4584778.369324242
6545,Westmoreland,22443,38.18078,-76.99776,Colonial Beach,Virginia,1.57,-8571351.435422689,4604995.535380577
6546,King George,22448,38.33996,-77.03238,Dahlgren,Virginia,1.0,-8575205.316193951,4627562.702317898
6547,Essex,22454,37.83599,-76.85032,Dunnsville,Virginia,2.22,-8554938.489700127,4556282.538582968
6548,Richmond,22460,37.87612,-76.60692,Farnham,Virginia,1.77,-8527843.325641045,4561940.474212648
6549,Westmoreland,22469,38.0667,-76.64749,Hague,Virginia,1.89,-8532359.557382528,4588852.575554918
6550,Northumberland,22473,37.88316,-76.41386,Heathsville,Virginia,1.67,-8506351.984748496,4562933.362736803
6551,Essex,22476,38.03807,-77.06872,Hustle,Virginia,1.48,-8579250.66648938,4584805.223863841
6552,Lancaster,22480,37.66631,-76.41498,Irvington,Virginia,1.57,-8506476.662578184,4532393.264511986
6553,Northumberland,22482,37.73723,-76.35245,Kilmarnock,Virginia,1.7,-8499515.85481888,4542371.440805677
6554,King George,22485,38.2717,-77.15996,King George,Virginia,1.43,-8589407.456829358,4617879.332060741
6555,Westmoreland,22488,38.04986,-76.58796,Kinsale,Virginia,1.69,-8525732.708095605,4586471.755039259
6556,Lancaster,22503,37.7624,-76.50432,Lancaster,Virginia,1.77,-8516421.945885656,4545915.062374705
6557,Essex,22504,37.76346,-76.72675,Laneview,Virginia,1.92,-8541182.740222802,4546064.3235880295
6558,Orange,22508,38.31732,-77.7913,Locust Grove,Virginia,1.51,-8659687.904146783,4624349.979518146
6559,Essex,22509,38.10642,-77.06669,Loretto,Virginia,1.74,-8579024.687923068,4594470.316868799
6560,Northumberland,22511,37.98352,-76.50323,Lottsburg,Virginia,2.9,-8516300.60764069,4577098.003096856
6561,Caroline,22514,37.9724,-77.24471,Milford,Virginia,1.66,-8598841.783674087,4575527.591890796
6562,Westmoreland,22520,38.11651,-76.80634,Montross,Virginia,1.44,-8550042.65849504,4595897.86795799
6563,Westmoreland,22529,38.01036,-76.67942,Oldhams,Virginia,1.52,-8535913.988723557,4580889.436804109
6564,Spotsylvania,22534,38.08473,-77.67062,Partlow,Virginia,1.5,-8646253.86799785,4591402.244511136
6565,Caroline,22535,38.12314,-77.19619,Port Royal,Virginia,1.84,-8593440.561980797,4596835.999494872
6566,Caroline,22538,38.18941,-77.27334,Rappahannock Academy,Virginia,2.2,-8602028.860695498,4606217.756150531
6567,Northumberland,22539,37.85865,-76.28731,Reedville,Virginia,1.63,-8492264.503188608,4559476.99730768
6568,Orange,22542,38.29348,-77.88837,Rhoadesville,Virginia,1.34,-8670493.687118085,4620968.055236725
6569,Caroline,22546,37.94342,-77.44565,Ruther Glen,Virginia,1.49,-8621210.322154088,4571436.0369403595
6570,Richmond,22548,37.82929,-76.69256,Sharps,Virginia,1.83,-8537376.72683258,4555338.204344006
6571,Spotsylvania,22551,38.17273,-77.70575,Spotsylvania,Virginia,1.6,-8650164.521709418,4603855.587403798
6572,Spotsylvania,22553,38.26594,-77.6397,Spotsylvania,Virginia,1.43,-8642811.869342523,4617062.634551782
6573,Stafford,22554,38.42285,-77.3835,Stafford,Virginia,1.45,-8614291.815801285,4639333.761372597
6574,Stafford,22556,38.48624,-77.513,Stafford,Virginia,1.34,-8628707.689859014,4648344.778270097
6575,Essex,22560,37.91289,-76.96196,Tappahannock,Virginia,1.6,-8567366.19765229,4567127.389460037
6576,Orange,22567,38.23395,-77.92401,Unionville,Virginia,1.35,-8674461.113769956,4612528.022117835
6577,Richmond,22572,37.97552,-76.77495,Warsaw,Virginia,1.43,-8546548.339679038,4575968.186849168
6578,Lancaster,22576,37.69398,-76.43277,Weems,Virginia,1.37,-8508457.036319397,4536285.193495438
6579,Lancaster,22578,37.65063,-76.36268,White Stone,Virginia,2.88,-8500654.653209696,4530188.4352713395
6580,Caroline,22580,38.10941,-77.44419,Woodford,Virginia,1.56,-8621047.79569753,4594893.326810427
6581,Winchester,22601,39.1743,-78.1743,Winchester,Virginia,1.54,-8702323.269120606,4746669.393719116
6582,Frederick,22602,39.1508,-78.26555,Winchester,Virginia,1.55,-8712481.172655493,4743295.455503944
6583,Frederick,22603,39.28153,-78.2056,Winchester,Virginia,1.6,-8705807.569182435,4762078.935583971
6584,Warren,22610,38.81803,-78.28102,Bentonville,Virginia,2.38,-8714203.285178065,4695639.348924334
6585,Clarke,22611,39.16374,-77.98512,Berryville,Virginia,1.8,-8681263.847852334,4745153.135652481
6586,Clarke,22620,39.06417,-78.03317,Boyce,Virginia,1.97,-8686612.74938495,4730867.54713167
6587,Rappahannock,22623,38.85158,-78.13734,Chester Gap,Virginia,1.16,-8698208.900740886,4700433.924440054
6588,Frederick,22624,39.26535,-78.09507,Clear Brook,Virginia,1.86,-8693503.425865056,4759752.271222689
6589,Frederick,22625,39.37397,-78.31172,Cross Junction,Virginia,1.43,-8717620.793545417,4775382.015904507
6590,Rappahannock,22627,38.76554,-78.11371,Flint Hill,Virginia,1.77,-8695578.421173442,4688142.617924444
6591,Warren,22630,38.92909,-78.18052,Front Royal,Virginia,2.08,-8703015.676353341,4711519.407318584
6592,Frederick,22637,39.25057,-78.3605,Gore,Virginia,1.83,-8723050.958306314,4757627.39453254
6593,Fauquier,22639,38.82625,-78.0321,Hume,Virginia,1.49,-8686493.637529803,4696813.846647261
6594,Rappahannock,22640,38.80737,-78.13302,Huntly,Virginia,2.17,-8697728.00054066,4694116.418719915
6595,Shenandoah,22641,39.07795,-78.38588,Strasburg,Virginia,1.85,-8725876.246982647,4732843.399811397
6596,Warren,22642,38.91532,-78.06538,Linden,Virginia,1.74,-8690198.350183403,4709549.137469065
6597,Fauquier,22643,38.9034,-78.00801,Markham,Virginia,2.53,-8683811.950996593,4707843.882124386
6598,Shenandoah,22644,38.96362,-78.5314,Maurertown,Virginia,2.04,-8742075.459282884,4716461.788633659
6599,Frederick,22645,39.02152,-78.27457,Middletown,Virginia,1.57,-8713485.274462447,4724754.5968792355
6600,Clarke,22646,39.07019,-78.04803,Millwood,Virginia,2.6,-8688266.957018139,4731730.680601388
6601,Page,22650,38.75893,-78.35817,Rileyville,Virginia,2.19,-8722791.583892765,4687198.95511526
6602,Shenandoah,22652,38.83921,-78.42894,Fort Valley,Virginia,2.22,-8730669.664256206,4698665.884962048
6603,Frederick,22654,39.06863,-78.4586,Star Tannery,Virginia,2.05,-8733971.400353134,4731507.004396481
6604,Frederick,22655,39.06443,-78.21425,Stephens City,Virginia,1.29,-8706770.482777799,4730904.823800442
6605,Frederick,22656,39.21723,-78.08901,Stephenson,Virginia,1.32,-8692828.829750849,4752835.845651353
6606,Shenandoah,22657,39.00155,-78.36755,Strasburg,Virginia,1.65,-8723835.760716405,4721893.599212543
6607,Shenandoah,22660,38.95628,-78.4383,Toms Brook,Virginia,2.17,-8731711.61469003,4715410.991151129
6608,Clarke,22663,39.05,-78.11716,White Post,Virginia,1.38,-8695962.473416679,4728836.17627514
6609,Shenandoah,22664,38.8944,-78.53119,Woodstock,Virginia,1.73,-8742052.082189817,4706556.546795517
6610,Culpeper,22701,38.44038,-77.99633,Culpeper,Virginia,1.35,-8682511.739344127,4641824.894585569
6611,Madison,22709,38.32769,-78.21732,Aroda,Virginia,1.32,-8707112.233614534,4625821.406871038
6612,Madison,22711,38.46239,-78.27634,Banco,Virginia,1.68,-8713682.309961153,4644953.523324388
6613,Fauquier,22712,38.55632,-77.75884,Bealeton,Virginia,1.3,-8656074.473475633,4658316.022366934
6614,Culpeper,22713,38.54123,-78.13204,Boston,Virginia,1.52,-8697618.907439683,4656168.140360617
6615,Culpeper,22714,38.52068,-77.89363,Brandy Station,Virginia,1.39,-8671079.227639658,4653243.816869423
6616,Madison,22715,38.41032,-78.18541,Brightwood,Virginia,1.27,-8703560.028663319,4637553.532949119
6617,Rappahannock,22716,38.62596,-78.10794,Castleton,Virginia,1.6,-8694936.107711565,4668234.295695763
6618,Culpeper,22718,38.47076,-77.82026,Elkwood,Virginia,1.5,-8662911.716600155,4646143.53409224
6619,Madison,22719,38.52888,-78.28337,Etlan,Virginia,2.59,-8714464.88598143,4654410.60006759
6620,Fauquier,22720,38.48044,-77.6468,Goldvein,Virginia,1.38,-8643602.237727154,4647519.967322177
6621,Madison,22722,38.46304,-78.22645,Haywood,Virginia,1.54,-8708128.580565475,4645045.932595623
6622,Madison,22723,38.33789,-78.38821,Hood,Virginia,1.85,-8726135.621396195,4627268.917861093
6623,Culpeper,22724,38.63286,-77.90752,Jeffersonton,Virginia,1.45,-8672625.455366777,4669217.532201758
6624,Culpeper,22726,38.40179,-77.81796,Lignum,Virginia,1.36,-8662655.681771332,4636341.7902748175
6625,Madison,22727,38.39626,-78.30058,Madison,Virginia,1.72,-8716380.69441798,4635556.293756726
6626,Fauquier,22728,38.57773,-77.68639,Midland,Virginia,1.3,-8648009.37636766,4661364.255036313
6627,Culpeper,22729,38.35658,-78.01596,Mitchells,Virginia,1.56,-8684696.9409484,4629921.797811954
6628,Madison,22730,38.36782,-78.16635,Oakpark,Virginia,1.37,-8701438.279168798,4631517.546016504
6629,Madison,22731,38.34413,-78.26151,Pratts,Virginia,1.29,-8712031.441912688,4628154.554466764
6630,Madison,22732,38.30886,-78.19153,Radiant,Virginia,1.42,-8704241.303946974,4623149.723105456
6631,Culpeper,22733,38.33191,-78.0467,Rapidan,Virginia,1.59,-8688118.902095383,4626420.254354648
6632,Fauquier,22734,38.52757,-77.81119,Remington,Virginia,1.62,-8661902.048818659,4654224.190413862
6633,Madison,22735,38.47941,-78.18336,Reva,Virginia,1.42,-8703331.823707193,4647373.499214368
6634,Culpeper,22736,38.39633,-77.69673,Richardsville,Virginia,1.72,-8649160.419902463,4635566.2363751605
6635,Culpeper,22737,38.59024,-78.00205,Rixeyville,Virginia,1.48,-8683148.486831464,4663145.77742983
6636,Madison,22738,38.28692,-78.27685,Rochelle,Virginia,1.33,-8713739.082901457,4620037.653573021
6637,Rappahannock,22740,38.63805,-78.26163,Sperryville,Virginia,3.57,-8712044.800251583,4669957.15941531
6638,Culpeper,22741,38.44541,-77.86819,Stevensburg,Virginia,1.09,-8668247.259793876,4642539.803767895
6639,Fauquier,22742,38.4589,-77.71179,Sumerduck,Virginia,1.45,-8650836.891433809,4644457.370860703
6640,Madison,22743,38.52477,-78.37132,Syria,Virginia,4.23,-8724255.435196698,4653825.7689441405
6641,Rappahannock,22747,38.7122,-78.16768,Washington,Virginia,2.13,-8701586.334091555,4680530.135849087
6642,Rappahannock,22749,38.61945,-78.18394,Woodville,Virginia,2.0,-8703396.389011854,4667306.720165565
6643,Rockingham,22801,38.40519,-78.87931,Harrisonburg,Virginia,1.48,-8780804.623324772,4636824.76552429
6644,Rockingham,22802,38.50016,-78.8585,Harrisonburg,Virginia,1.54,-8778488.064721365,4650324.595431355
6645,Harrisonburg,22807,38.43495,-78.86736,Harrisonburg,Virginia,3.6,-8779474.355409794,4641053.189692484
6646,Shenandoah,22810,38.84466,-78.78554,Basye,Virginia,2.0,-8770366.194673086,4699444.813543181
6647,Rockingham,22811,38.79264,-78.9757,Bergton,Virginia,3.71,-8791534.709042337,4692012.406983578
6648,Rockingham,22812,38.37934,-79.03836,Bridgewater,Virginia,2.4,-8798509.988335442,4633153.303145331
6649,Rockingham,22815,38.63469,-78.80939,Broadway,Virginia,1.75,-8773021.164528504,4669478.319500233
6650,Rockingham,22820,38.74387,-79.00948,Criders,Virginia,5.14,-8795295.081441332,4685049.272108472
6651,Rockingham,22821,38.46349,-79.0743,Dayton,Virginia,2.36,-8802510.810834551,4645109.908732788
6652,Shenandoah,22824,38.84743,-78.6278,Edinburg,Virginia,2.03,-8752806.658195356,4699840.732223697
6653,Rockingham,22827,38.3903,-78.6131,Elkton,Virginia,2.3,-8751170.261680694,4634709.786114772
6654,Rockingham,22830,38.65789,-78.97902,Fulks Run,Virginia,3.0,-8791904.28975177,4672785.0528337415
6655,Rockingham,22831,38.56395,-79.10005,Hinton,Virginia,3.03,-8805377.28772248,4659402.233731662
6656,Rockingham,22832,38.45778,-78.75692,Keezletown,Virginia,2.16,-8767180.230846582,4644298.152235207
6657,Rockingham,22834,38.55709,-78.85769,Linville,Virginia,1.88,-8778397.895933822,4658425.634796764
6658,Page,22835,38.67199,-78.4548,Luray,Virginia,2.25,-8733548.38628812,4674795.271824432
6659,Rockingham,22840,38.38642,-78.73845,McGaheysville,Virginia,1.69,-8765124.159851631,4634158.74145189
6660,Rockingham,22841,38.33887,-78.89417,Mount Crawford,Virginia,1.75,-8782458.83095796,4627408.003175987
6661,Shenandoah,22842,38.77191,-78.6992,Mount Jackson,Virginia,1.79,-8760754.869837996,4689052.100359403
6662,Augusta,22843,38.36703,-79.16053,Mount Solon,Virginia,2.36,-8812109.890525656,4631405.381240402
6663,Shenandoah,22844,38.65886,-78.66038,New Market,Virginia,1.73,-8756433.447205402,4672923.331817291
6664,Shenandoah,22845,38.77991,-78.8375,Orkney Springs,Virginia,1.59,-8776150.355414705,4690194.422555604
6665,Rockingham,22846,38.38791,-78.79239,Penn Laird,Virginia,1.52,-8771128.73318502,4634370.350467541
6666,Shenandoah,22847,38.71792,-78.70972,Quicksburg,Virginia,2.03,-8761925.95088114,4681346.200444175
